Időbélyeg;Pontszám;"1.	A végtelen ciklus (livelock)…";"2.	A modellező eszközök…";"3.	A futásidejű monitor… ";"4.	A tesztfedettség… ";"5.	A modellellenőrzés… ";"6.	A folyamatban egy elemi tevékenység vizitációs száma… ";"7.	A rendre XP és XQ átbocsátóképességű P és Q elemi tevékenységekből tetszőleges vezérlési elemekkel összeállított folyamat átbocsátóképessége… ";"8.	Hallgatók lábméretét, szemszínét és képzési fokát (BSc, MSc, PhD) vizsgáljuk.";"9.	Hallgatók lábméretét és a két Rendszermodellezés ZH-n elért összpontszámát vizsgáljuk.";"10.	A medián… "
5.17.2017 16:34:28;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 16:34:32;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 16:39:31;0;;;;;;;;;;
5.17.2017 16:41:53;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel.
5.17.2017 16:45:11;0;;;;;;;;;;
5.17.2017 16:48:02;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., c) …abban különböznek a kódgenerátoroktól, hogy a modellező eszközök nem dolgoznak konkrét szintaxissal, míg a kódgenerátorok grafikus konkrét szintaxissal dolgoznak., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 16:50:10;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat.;;;;;c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;;;
5.17.2017 16:55:13;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., b) …nem fordulhat elő, ha a folyamatmodell teljesen specifikált., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 16:55:19;0;d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;a) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor mindenki ugyanannyi pontot ért el, mint amekkora a lábmérete.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 16:56:28;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;a) …a tevékenység átbocsátása és átbocsátóképessége közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 16:57:24;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 17:01:03;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., b) …nem fordulhat elő, ha a folyamatmodell teljesen specifikált., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 17:07:07;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;c) …kisebb vagy egyenlő az átbocsátóképességnél;b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel.
