Időbélyeg;Pontszám;A modell és a valóság között különbség, hogy;"1.	Ha M1 állapotmodell finomítja M2 állapotmodellt, akkor";"3.	Legyen S egy állapottér, és S' egy tetszőleges állapothalmaz. Ekkor…";"4.	Egy állapotgép biztosan nemdeterminisztikus, ha";"1.	Ha az egyik állapotrégió 5 állapotot és 10 átmenetet, a másik régió 6 állapotot és 16 átmenetet tartalmaz, akkor az aszinkron szorzatukként számolt állapotgép további finomítás híján…";"1.	Mi lehet a strukturális modellezés célja? ";"7.	A fa tulajdonságú gráf…";"8.	Mely állítások igazak az alábbiak közül?";"9.	Egy folyamat biztosan jólstrukturált, ha…"
5.17.2017 18:16:13;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., c) egy állapotból nem minden lehetséges eseményre definiált az átmenet.;d) … 8-cal osztható számú átmenetet tartalmaz.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 18:20:54;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;d) … 8-cal osztható számú átmenetet tartalmaz.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 18:26:06;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 18:36:21;0;a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;b) … mindenképpen fog őrfeltételeket tartalmazni., d) … 8-cal osztható számú átmenetet tartalmaz.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., a) Az objektum-orientált programozásban használt objektumoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 18:53:55;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;b) … mindenképpen fog őrfeltételeket tartalmazni.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 19:01:52;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 19:03:02;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 19:08:54;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;a) egy állapotból több eseményre ugyanabba az állapotba megy a gép., b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., c) egy állapotból nem minden lehetséges eseményre definiált az átmenet., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 19:14:59;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg.;b) M1 több információt tartalmaz, mint M2.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;b) … mindenképpen fog őrfeltételeket tartalmazni.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 19:18:32;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 19:28:03;0;;;;;;;;;
5.17.2017 19:40:04;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;;a) …mindenképpen determinisztikus lesz.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) … irányítatlan kört tartalmazhat, de irányított kört nem., …reprezentálhat egy tartalmazási struktúrát.;;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 19:41:42;0;a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva.;a) …mindenképpen determinisztikus lesz.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) … irányítatlan kört tartalmazhat, de irányított kört nem., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 19:42:41;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;a) …mindenképpen determinisztikus lesz.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) … irányítatlan kört tartalmazhat, de irányított kört nem., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 19:43:10;0;a) a valóság egy egyszerűsített képe a modellnek., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;a) …mindenképpen determinisztikus lesz.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., a) Az objektum-orientált programozásban használt objektumoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
