Időbélyeg;Pontszám;"1.	Egy numerikus változó…";"2.	Egy (nem túlterhelt) rendszer kihasználtsága pontosan akkor maximális…";"3.	A Little-törvény…";"4.	Ha a folyamatmodellt jólstrukturáltnak építjük, ezzel teljesen kizárható…";"5.	A holtpont (deadlock)…";"6.	Végtelen ciklus (livelock) …";"7.	Egy (funkcionális) tesztesetnek mindig része…";"8.	Egy tesztorákulum…";"9.	Teszteléskor a 100%-os fedettség …";"10.	A modellellenőrzés (egybeírva, tehát nem a „modellek ellenőrzése”)"
5.18.2017 8:53:32;0;a) …olyan változó, amelyen értelmezhetők az alapvető aritmetikai műveletek., a) …másik numerikus változóhoz való viszonyának ábrázolására használható pont-pont diagram, más néven scatterplot.;a) …amikor az érkezési ráta értéke megegyezik az áteresztőképesség értékével., b) …amikor az átbocsátási ráta értéke megegyezik az áteresztőképesség értékével.;a) …tanult alakja egyensúlyi állapotban érvényes csak., c) …érvényes több lépést tartalmazó folyamatmodellel leírt rendszerekre is.;a) …a join csomópontoknál a holtpont kialakulása.;a) …a rendszernek olyan állapota, amelyből a modell szerint sehogyan nem léphet át más állapotba, nem mutathat további viselkedést.;a) …bekövetkezése esetén a rendszer csak akkor képes kilépni a ciklusból ha a rendszer viselkedése időlegesen eltér a modellben specifikálttól (pl. újraindítjuk), c) …bekövetkezhet például úgy, ha egy ciklus kilépési döntés (decision) csomó-pontjának kimeneti őrfeltételei közül minden körülmények között a ciklusban maradáshoz tartozó lesz csak igaz.;b) …a tesztbemenet;a) …mindig pontosan megmondja, hogy mi az elvárt kimenet., b) …célja detektálni azokat az eseteket, amikor a rendszer érvénytelen bemenetet kap.;a) … csak egy adott metrikára érvényes, például a teljes állapotfedés nem garantál 100%-os átmenetfedést.;a) …azt vizsgálja, hogy a modell megfelel-e a követelményeknek., c) …dinamikus elemzésnek számít., d) …kimerítő elemzést végez, tehát az összes lehetséges viselkedést vizsgálja.
5.18.2017 8:54:08;0;;;;;;;;;;
5.18.2017 8:55:56;0;a) …olyan változó, amelyen értelmezhetők az alapvető aritmetikai műveletek.;b) …amikor az átbocsátási ráta értéke megegyezik az áteresztőképesség értékével.;a) …tanult alakja egyensúlyi állapotban érvényes csak., c) …érvényes több lépést tartalmazó folyamatmodellel leírt rendszerekre is.;a) …a join csomópontoknál a holtpont kialakulása., c) …a nem teljesen specifikált viselkedés.;a) …a rendszernek olyan állapota, amelyből a modell szerint sehogyan nem léphet át más állapotba, nem mutathat további viselkedést.;a) …bekövetkezése esetén a rendszer csak akkor képes kilépni a ciklusból ha a rendszer viselkedése időlegesen eltér a modellben specifikálttól (pl. újraindítjuk), c) …bekövetkezhet például úgy, ha egy ciklus kilépési döntés (decision) csomó-pontjának kimeneti őrfeltételei közül minden körülmények között a ciklusban maradáshoz tartozó lesz csak igaz.;b) …a tesztbemenet;;a) … csak egy adott metrikára érvényes, például a teljes állapotfedés nem garantál 100%-os átmenetfedést.;a) …azt vizsgálja, hogy a modell megfelel-e a követelményeknek., c) …dinamikus elemzésnek számít., d) …kimerítő elemzést végez, tehát az összes lehetséges viselkedést vizsgálja.
5.18.2017 8:56:27;0;a) …olyan változó, amelyen értelmezhetők az alapvető aritmetikai műveletek., a) …másik numerikus változóhoz való viszonyának ábrázolására használható pont-pont diagram, más néven scatterplot.;a) …amikor az érkezési ráta értéke megegyezik az áteresztőképesség értékével., b) …amikor az átbocsátási ráta értéke megegyezik az áteresztőképesség értékével.;a) …tanult alakja egyensúlyi állapotban érvényes csak., c) …érvényes több lépést tartalmazó folyamatmodellel leírt rendszerekre is.;a) …a join csomópontoknál a holtpont kialakulása.;a) …a rendszernek olyan állapota, amelyből a modell szerint sehogyan nem léphet át más állapotba, nem mutathat további viselkedést.;a) …bekövetkezése esetén a rendszer csak akkor képes kilépni a ciklusból ha a rendszer viselkedése időlegesen eltér a modellben specifikálttól (pl. újraindítjuk), c) …bekövetkezhet például úgy, ha egy ciklus kilépési döntés (decision) csomó-pontjának kimeneti őrfeltételei közül minden körülmények között a ciklusban maradáshoz tartozó lesz csak igaz.;b) …a tesztbemenet;;a) … csak egy adott metrikára érvényes, például a teljes állapotfedés nem garantál 100%-os átmenetfedést.;a) …azt vizsgálja, hogy a modell megfelel-e a követelményeknek., c) …dinamikus elemzésnek számít., d) …kimerítő elemzést végez, tehát az összes lehetséges viselkedést vizsgálja.
5.18.2017 9:01:26;0;a) …olyan változó, amelyen értelmezhetők az alapvető aritmetikai műveletek., a) …másik numerikus változóhoz való viszonyának ábrázolására használható pont-pont diagram, más néven scatterplot.;a) …amikor az érkezési ráta értéke megegyezik az áteresztőképesség értékével.;a) …tanult alakja egyensúlyi állapotban érvényes csak., c) …érvényes több lépést tartalmazó folyamatmodellel leírt rendszerekre is.;a) …a join csomópontoknál a holtpont kialakulása., b) …a nemdeterminisztikus viselkedés.;a) …a rendszernek olyan állapota, amelyből a modell szerint sehogyan nem léphet át más állapotba, nem mutathat további viselkedést.;a) …bekövetkezése esetén a rendszer csak akkor képes kilépni a ciklusból ha a rendszer viselkedése időlegesen eltér a modellben specifikálttól (pl. újraindítjuk), b) …kialakulása megelőzhető jólstrukturált folyamatmodellek használatával., c) …bekövetkezhet például úgy, ha egy ciklus kilépési döntés (decision) csomó-pontjának kimeneti őrfeltételei közül minden körülmények között a ciklusban maradáshoz tartozó lesz csak igaz.;b) …a tesztbemenet;a) …mindig pontosan megmondja, hogy mi az elvárt kimenet., d) …feltétlenül állapotmentes, a rendszer által kiadott minden kimeneti jelet önmagá-ban, a korábbi be- és kimenetektől függetlenül értékel ki.;a) … csak egy adott metrikára érvényes, például a teljes állapotfedés nem garantál 100%-os átmenetfedést.;b) …a tesztelés egyik fajtája., d) …kimerítő elemzést végez, tehát az összes lehetséges viselkedést vizsgálja.
5.18.2017 9:02:55;0;a) …olyan változó, amelyen értelmezhetők az alapvető aritmetikai műveletek., a) …másik numerikus változóhoz való viszonyának ábrázolására használható pont-pont diagram, más néven scatterplot.;a) …amikor az érkezési ráta értéke megegyezik az áteresztőképesség értékével., b) …amikor az átbocsátási ráta értéke megegyezik az áteresztőképesség értékével.;a) …tanult alakja egyensúlyi állapotban érvényes csak., c) …érvényes több lépést tartalmazó folyamatmodellel leírt rendszerekre is.;a) …a join csomópontoknál a holtpont kialakulása.;a) …a rendszernek olyan állapota, amelyből a modell szerint sehogyan nem léphet át más állapotba, nem mutathat további viselkedést.;a) …bekövetkezése esetén a rendszer csak akkor képes kilépni a ciklusból ha a rendszer viselkedése időlegesen eltér a modellben specifikálttól (pl. újraindítjuk), c) …bekövetkezhet például úgy, ha egy ciklus kilépési döntés (decision) csomó-pontjának kimeneti őrfeltételei közül minden körülmények között a ciklusban maradáshoz tartozó lesz csak igaz.;b) …a tesztbemenet;;a) … csak egy adott metrikára érvényes, például a teljes állapotfedés nem garantál 100%-os átmenetfedést.;a) …azt vizsgálja, hogy a modell megfelel-e a követelményeknek., c) …dinamikus elemzésnek számít., d) …kimerítő elemzést végez, tehát az összes lehetséges viselkedést vizsgálja.
5.18.2017 9:07:08;0;a) …olyan változó, amelyen értelmezhetők az alapvető aritmetikai műveletek., a) …másik numerikus változóhoz való viszonyának ábrázolására használható pont-pont diagram, más néven scatterplot.;a) …amikor az érkezési ráta értéke megegyezik az áteresztőképesség értékével., b) …amikor az átbocsátási ráta értéke megegyezik az áteresztőképesség értékével.;a) …tanult alakja egyensúlyi állapotban érvényes csak., c) …érvényes több lépést tartalmazó folyamatmodellel leírt rendszerekre is.;a) …a join csomópontoknál a holtpont kialakulása.;a) …a rendszernek olyan állapota, amelyből a modell szerint sehogyan nem léphet át más állapotba, nem mutathat további viselkedést.;a) …bekövetkezése esetén a rendszer csak akkor képes kilépni a ciklusból ha a rendszer viselkedése időlegesen eltér a modellben specifikálttól (pl. újraindítjuk), c) …bekövetkezhet például úgy, ha egy ciklus kilépési döntés (decision) csomó-pontjának kimeneti őrfeltételei közül minden körülmények között a ciklusban maradáshoz tartozó lesz csak igaz.;b) …a tesztbemenet, d) …konkrét, elvárt (referencia) kimeneti szekvencia;a) …mindig pontosan megmondja, hogy mi az elvárt kimenet.;a) … csak egy adott metrikára érvényes, például a teljes állapotfedés nem garantál 100%-os átmenetfedést.;b) …a tesztelés egyik fajtája., c) …dinamikus elemzésnek számít., d) …kimerítő elemzést végez, tehát az összes lehetséges viselkedést vizsgálja.
5.18.2017 9:07:17;0;a) …olyan változó, amelyen értelmezhetők az alapvető aritmetikai műveletek., a) …másik numerikus változóhoz való viszonyának ábrázolására használható pont-pont diagram, más néven scatterplot.;a) …amikor az érkezési ráta értéke megegyezik az áteresztőképesség értékével., b) …amikor az átbocsátási ráta értéke megegyezik az áteresztőképesség értékével.;a) …tanult alakja egyensúlyi állapotban érvényes csak., c) …érvényes több lépést tartalmazó folyamatmodellel leírt rendszerekre is.;a) …a join csomópontoknál a holtpont kialakulása., c) …a nem teljesen specifikált viselkedés.;a) …a rendszernek olyan állapota, amelyből a modell szerint sehogyan nem léphet át más állapotba, nem mutathat további viselkedést.;a) …bekövetkezése esetén a rendszer csak akkor képes kilépni a ciklusból ha a rendszer viselkedése időlegesen eltér a modellben specifikálttól (pl. újraindítjuk);b) …a tesztbemenet, d) …konkrét, elvárt (referencia) kimeneti szekvencia;;a) … csak egy adott metrikára érvényes, például a teljes állapotfedés nem garantál 100%-os átmenetfedést.;a) …azt vizsgálja, hogy a modell megfelel-e a követelményeknek., c) …dinamikus elemzésnek számít., d) …kimerítő elemzést végez, tehát az összes lehetséges viselkedést vizsgálja.
5.18.2017 9:09:21;0;;;;;;;;;;
5.18.2017 9:13:21;0;a) …olyan változó, amelyen értelmezhetők az alapvető aritmetikai műveletek., a) …másik numerikus változóhoz való viszonyának ábrázolására használható pont-pont diagram, más néven scatterplot., d) …értékének eloszlását szokás párhuzamos koordináta diagramon, más néven osz-lopdiagramon ábrázolni.;a) …amikor az érkezési ráta értéke megegyezik az áteresztőképesség értékével., b) …amikor az átbocsátási ráta értéke megegyezik az áteresztőképesség értékével.;a) …tanult alakja egyensúlyi állapotban érvényes csak., c) …érvényes több lépést tartalmazó folyamatmodellel leírt rendszerekre is.;a) …a join csomópontoknál a holtpont kialakulása.;a) …a rendszernek olyan állapota, amelyből a modell szerint sehogyan nem léphet át más állapotba, nem mutathat további viselkedést.;a) …bekövetkezése esetén a rendszer csak akkor képes kilépni a ciklusból ha a rendszer viselkedése időlegesen eltér a modellben specifikálttól (pl. újraindítjuk), c) …bekövetkezhet például úgy, ha egy ciklus kilépési döntés (decision) csomó-pontjának kimeneti őrfeltételei közül minden körülmények között a ciklusban maradáshoz tartozó lesz csak igaz.;b) …a tesztbemenet;;a) … csak egy adott metrikára érvényes, például a teljes állapotfedés nem garantál 100%-os átmenetfedést., b) …csak öntesztelő rendszerrel érhető el.;a) …azt vizsgálja, hogy a modell megfelel-e a követelményeknek., c) …dinamikus elemzésnek számít., d) …kimerítő elemzést végez, tehát az összes lehetséges viselkedést vizsgálja.
5.18.2017 9:18:49;0;a) …olyan változó, amelyen értelmezhetők az alapvető aritmetikai műveletek., a) …másik numerikus változóhoz való viszonyának ábrázolására használható pont-pont diagram, más néven scatterplot.;a) …amikor az érkezési ráta értéke megegyezik az áteresztőképesség értékével., b) …amikor az átbocsátási ráta értéke megegyezik az áteresztőképesség értékével.;a) …tanult alakja egyensúlyi állapotban érvényes csak., c) …érvényes több lépést tartalmazó folyamatmodellel leírt rendszerekre is.;a) …a join csomópontoknál a holtpont kialakulása.;a) …a rendszernek olyan állapota, amelyből a modell szerint sehogyan nem léphet át más állapotba, nem mutathat további viselkedést.;a) …bekövetkezése esetén a rendszer csak akkor képes kilépni a ciklusból ha a rendszer viselkedése időlegesen eltér a modellben specifikálttól (pl. újraindítjuk), c) …bekövetkezhet például úgy, ha egy ciklus kilépési döntés (decision) csomó-pontjának kimeneti őrfeltételei közül minden körülmények között a ciklusban maradáshoz tartozó lesz csak igaz.;b) …a tesztbemenet;;a) … csak egy adott metrikára érvényes, például a teljes állapotfedés nem garantál 100%-os átmenetfedést.;a) …azt vizsgálja, hogy a modell megfelel-e a követelményeknek., c) …dinamikus elemzésnek számít., d) …kimerítő elemzést végez, tehát az összes lehetséges viselkedést vizsgálja.
5.18.2017 9:21:28;0;a) …olyan változó, amelyen értelmezhetők az alapvető aritmetikai műveletek., a) …másik numerikus változóhoz való viszonyának ábrázolására használható pont-pont diagram, más néven scatterplot.;a) …amikor az érkezési ráta értéke megegyezik az áteresztőképesség értékével., b) …amikor az átbocsátási ráta értéke megegyezik az áteresztőképesség értékével.;b) …csak 1 kapacitású (kizárólagos) erőforrások esetén alkalmazható, c) …érvényes több lépést tartalmazó folyamatmodellel leírt rendszerekre is.;a) …a join csomópontoknál a holtpont kialakulása., c) …a nem teljesen specifikált viselkedés.;a) …a rendszernek olyan állapota, amelyből a modell szerint sehogyan nem léphet át más állapotba, nem mutathat további viselkedést., a) …kizárólag csak a folyamatot termináló vezérlési csomópontban jelentkezhet.;a) …bekövetkezése esetén a rendszer csak akkor képes kilépni a ciklusból ha a rendszer viselkedése időlegesen eltér a modellben specifikálttól (pl. újraindítjuk), c) …bekövetkezhet például úgy, ha egy ciklus kilépési döntés (decision) csomó-pontjának kimeneti őrfeltételei közül minden körülmények között a ciklusban maradáshoz tartozó lesz csak igaz.;a) …a tesztfedettség, b) …a tesztbemenet, d) …konkrét, elvárt (referencia) kimeneti szekvencia;c) …végrehajtás nélkül meg tudja mondani, hogy a teszt sikeresen lefuthat-e majd az elkészült rendszeren., d) …feltétlenül állapotmentes, a rendszer által kiadott minden kimeneti jelet önmagá-ban, a korábbi be- és kimenetektől függetlenül értékel ki.;a) … csak egy adott metrikára érvényes, például a teljes állapotfedés nem garantál 100%-os átmenetfedést.;b) …a tesztelés egyik fajtája., c) …dinamikus elemzésnek számít.
