Időbélyeg;Pontszám;"1.	Az absztrakció";"2.	A modellt ábrázoló diagram";"3.	A példánygráfot";"4.	Modellek dekompozíciójánál";"5.	Egy rendszer működését érvényesen modellező egyszerű állapotgép (nem Harel statechart)";"6.	Folyamatmodellezésnél";"1.	Egy valós rendszer viselkedését leíró teljes folyamatmodell";"8.	Az (imperatív) program vezérlési folyama";"9.	Ha a folyamat egy fork csomópont után az egyik ágon egy A, a másik ágon egy B tevékeny-séggel folytatódik, akkor";"10.	Teljesítménymodelleknél"
5.17.2017 17:46:39;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható., d) kizárólag viselkedésmodellekre készíthető el.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a) a helyesség szükséges feltétele, hogy az eredeti rendszer minden elemének pontosan egy modellelem feleljen meg a dekompozíció után., egy problémát vagy rendszert kisebb részekre bontunk.;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk., c) egy elemi tevékenység végrehajtása mindig pillanatszerű.;b) tartalmazhat olyan merge csomópontot, amelybe a vele párosított decision (dön-tés) érintése nélkül el lehet jutni, c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;a) egy folyamatmodell, d) elemi tevékenységekkel reprezentálja a program utasításait.;d) B befejeződhet A kezdete előtt.;a) a kihasználtság megadható az átbocsátás és az átbocsátóképesség hányadosa-ként., b) az érkezési ráta lehet nagyobb, mint az átbocsátóképesség.
5.17.2017 17:51:11;0;b) mindig információt hagy el a modellből, c) eredményeképp a modell kevesebb valós rendszernek lesz érvényes modellje, d) megfordítása a finomítás;b) mindig a modellel azonos információtartalmú.;c) tartalmazási viszonyok és típus-példány viszonyok alkotják., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk.;c) mindig tartalmaz kezdő (start, flow begin) csomópontot., d) minden csomópontját pontosan egy vezérlési él hagyja el;d) elemi tevékenységekkel reprezentálja a program utasításait.;a) A és B tevékenységek egyszerre fognak elkezdődni.;
5.17.2017 18:00:33;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk.;b) tartalmazhat olyan merge csomópontot, amelybe a vele párosított decision (dön-tés) érintése nélkül el lehet jutni, c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;a) egy folyamatmodell, d) elemi tevékenységekkel reprezentálja a program utasításait.;d) B befejeződhet A kezdete előtt.;a) a kihasználtság megadható az átbocsátás és az átbocsátóképesség hányadosa-ként., b) az érkezési ráta lehet nagyobb, mint az átbocsátóképesség.
5.17.2017 18:08:40;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;d) egy folyamatmodell akkor helyes, ha minden lefutása során minden tevékenységét végrehatjuk.;b) tartalmazhat olyan merge csomópontot, amelybe a vele párosított decision (dön-tés) érintése nélkül el lehet jutni, c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;a) egy folyamatmodell, c) fork-join jólstrukturált blokkal reprezentálja a switch-case szerkezetet.;d) B befejeződhet A kezdete előtt.;b) az érkezési ráta lehet nagyobb, mint az átbocsátóképesség., c) egyensúlyi állapotban az érkezési ráta megegyezik az átbocsátóképességgel.
5.17.2017 18:09:02;0;b) mindig információt hagy el a modellből, c) eredményeképp a modell kevesebb valós rendszernek lesz érvényes modellje, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható., b) mindig a modellel azonos információtartalmú.;b) típuscsomóntok és típusélek alkotják.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) kötelezően determinisztikus., a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk., c) egy elemi tevékenység végrehajtása mindig pillanatszerű.;c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;;a) A és B tevékenységek egyszerre fognak elkezdődni., d) B befejeződhet A kezdete előtt.;c) egyensúlyi állapotban az érkezési ráta megegyezik az átbocsátóképességgel.
5.17.2017 18:13:51;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk.;b) tartalmazhat olyan merge csomópontot, amelybe a vele párosított decision (dön-tés) érintése nélkül el lehet jutni, c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;a) egy folyamatmodell, d) elemi tevékenységekkel reprezentálja a program utasításait.;d) B befejeződhet A kezdete előtt.;a) a kihasználtság megadható az átbocsátás és az átbocsátóképesség hányadosa-ként., b) az érkezési ráta lehet nagyobb, mint az átbocsátóképesség.
5.17.2017 18:16:08;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk.;b) tartalmazhat olyan merge csomópontot, amelybe a vele párosított decision (dön-tés) érintése nélkül el lehet jutni, c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;c) fork-join jólstrukturált blokkal reprezentálja a switch-case szerkezetet.;d) B befejeződhet A kezdete előtt.;b) az érkezési ráta lehet nagyobb, mint az átbocsátóképesség., c) egyensúlyi állapotban az érkezési ráta megegyezik az átbocsátóképességgel.
5.17.2017 18:17:40;0;b) mindig információt hagy el a modellből, c) eredményeképp a modell kevesebb valós rendszernek lesz érvényes modellje, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., b) típuscsomóntok és típusélek alkotják., c) tartalmazási viszonyok és típus-példány viszonyok alkotják., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk.;b) tartalmazhat olyan merge csomópontot, amelybe a vele párosított decision (dön-tés) érintése nélkül el lehet jutni, c) mindig tartalmaz kezdő (start, flow begin) csomópontot., d) minden csomópontját pontosan egy vezérlési él hagyja el;a) egy folyamatmodell, b) a program objektumai és függvényparaméterei között fennálló viszonyokat rögzíti.;d) B befejeződhet A kezdete előtt.;a) a kihasználtság megadható az átbocsátás és az átbocsátóképesség hányadosa-ként., b) az érkezési ráta lehet nagyobb, mint az átbocsátóképesség., c) egyensúlyi állapotban az érkezési ráta megegyezik az átbocsátóképességgel.
5.17.2017 18:17:48;0;b) mindig információt hagy el a modellből, c) eredményeképp a modell kevesebb valós rendszernek lesz érvényes modellje, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható., b) mindig a modellel azonos információtartalmú.;c) tartalmazási viszonyok és típus-példány viszonyok alkotják., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk.;b) tartalmazhat olyan merge csomópontot, amelybe a vele párosított decision (dön-tés) érintése nélkül el lehet jutni, c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;a) egy folyamatmodell, d) elemi tevékenységekkel reprezentálja a program utasításait.;d) B befejeződhet A kezdete előtt.;a) a kihasználtság megadható az átbocsátás és az átbocsátóképesség hányadosa-ként., b) az érkezési ráta lehet nagyobb, mint az átbocsátóképesség.
5.17.2017 18:19:32;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható.;;a) a helyesség szükséges feltétele, hogy az eredeti rendszer minden elemének pontosan egy modellelem feleljen meg a dekompozíció után., egy problémát vagy rendszert kisebb részekre bontunk.;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk., c) egy elemi tevékenység végrehajtása mindig pillanatszerű.;;;b) A és B közül pontosan egy lesz végrehajtva.;
5.17.2017 18:21:26;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme.;;;;;;
5.17.2017 18:24:19;0;;;;;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;;;;;
5.17.2017 18:25:59;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható., b) mindig a modellel azonos információtartalmú.;d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk.;c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;d) elemi tevékenységekkel reprezentálja a program utasításait.;a) A és B tevékenységek egyszerre fognak elkezdődni., d) B befejeződhet A kezdete előtt.;a) a kihasználtság megadható az átbocsátás és az átbocsátóképesség hányadosa-ként.
5.17.2017 18:28:47;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., b) típuscsomóntok és típusélek alkotják., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk.;b) tartalmazhat olyan merge csomópontot, amelybe a vele párosított decision (dön-tés) érintése nélkül el lehet jutni, c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;a) egy folyamatmodell, d) elemi tevékenységekkel reprezentálja a program utasításait.;d) B befejeződhet A kezdete előtt.;b) az érkezési ráta lehet nagyobb, mint az átbocsátóképesség., c) egyensúlyi állapotban az érkezési ráta megegyezik az átbocsátóképességgel.
