Időbélyeg;Pontszám;"1.	A specifikáció és az implementáció… ";"2.	Finomítással …";"3.	A tesztesetek megadásához szükséges... ";"4.	A holtpont …";"5.	Egy erőforrás kihasználtsága…";"6.	Egy folyamat átbocsátási rátája…";"7.	Egyensúlyi helyzetben lévő teljesítménymodell esetén… ";"8.	A folyamatszimuláció és a teljesítménymodellezés esetén…";"9.	Egy folytonos változó jellemző értékeit doboz diagrammal (boxplottal) és hisztogrammal is ábrázoljuk."
5.17.2017 14:43:06;0;a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 14:44:05;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat.;a) …tesztbemenet;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 14:46:26;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát.;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 14:49:11;0;;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, a) …az átbocsátási ráta és az átbocsátóképesség mindig megegyezik, d) …a Little-törvény mindenképpen fennáll;;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., d) Minden információ, ami a doboz diagramról könnyen leolvasható, a hisztogramról is könnyen leolvasható, emiatt tekintjük a doboz diagramot a hisztogram egyfajta absztrakciójának.
5.17.2017 14:50:30;0;a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak.;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, a) …az átbocsátási ráta és az átbocsátóképesség mindig megegyezik;c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel)., d) … a két kifejezés pontosan ugyanazt a rendszermodellezési lépést jelöli (az egyik az elérendő cél, a másik a felhasznált technika neve), és ugyanazokban az esetekben alkalmazhatóak.;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., d) Minden információ, ami a doboz diagramról könnyen leolvasható, a hisztogramról is könnyen leolvasható, emiatt tekintjük a doboz diagramot a hisztogram egyfajta absztrakciójának.
5.17.2017 14:52:33;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép., d) …kapcsolata mindig kölcsönösen egyértelmű, azaz egy specifikációhoz egy implementáció létezik, és fordítva.;;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 14:54:08;0;;;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;;;;;;
5.17.2017 14:54:15;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 14:54:25;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 14:57:23;0;b) …közül a specifikációban van több információtartalom, az a konkrétabb., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép., d) …kapcsolata mindig kölcsönösen egyértelmű, azaz egy specifikációhoz egy implementáció létezik, és fordítva.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …nemnegatív, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel)., d) … a két kifejezés pontosan ugyanazt a rendszermodellezési lépést jelöli (az egyik az elérendő cél, a másik a felhasznált technika neve), és ugyanazokban az esetekben alkalmazhatóak.;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 15:00:42;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
